age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
55.00,Female,Health,3.50,Twitter,66.00,5.29,3.52,3.25,2.00,8.29,1.18,3.00,FALSE,TRUE,0.00,9.00,13.81,3.99
47.00,Male,IT,2.03,TikTok,62.00,6.45,2.68,2.31,7.00,6.38,0.00,0.00,FALSE,TRUE,0.00,31.00,12.08,2.44
48.00,Male,Health,0.29,Instagram,67.00,6.99,2.54,2.09,1.00,4.46,1.38,1.00,FALSE,FALSE,5.00,14.00,16.41,2.30
22.00,Male,Education,2.28,Twitter,65.00,8.55,2.72,1.91,3.00,7.69,0.96,7.00,FALSE,FALSE,0.00,7.00,2.09,0.76
31.00,Male,IT,2.32,Telegram,60.00,6.20,7.67,7.85,2.00,5.32,0.45,6.00,TRUE,FALSE,2.00,3.00,6.91,8.32
28.00,Female,Health,1.66,Instagram,52.00,5.55,8.53,7.56,10.00,4.96,1.12,2.00,FALSE,FALSE,2.00,29.00,1.22,8.15
51.00,Female,Unemployed,1.44,Instagram,59.00,7.03,2.45,1.28,1.00,8.11,2.47,6.00,FALSE,FALSE,3.00,31.00,17.69,1.36
29.00,Female,Finance,4.46,Instagram,64.00,5.28,6.30,6.32,3.00,6.40,0.00,3.00,FALSE,FALSE,3.00,15.00,0.00,5.54
52.00,Other,Health,0.00,Telegram,58.00,6.62,6.47,5.43,4.00,6.00,0.00,8.00,TRUE,FALSE,2.00,20.00,0.00,5.98
57.00,Female,IT,3.53,TikTok,49.00,5.77,3.85,3.18,10.00,4.80,0.93,2.00,TRUE,FALSE,3.00,9.00,9.15,5.07
25.00,Female,IT,3.19,Instagram,64.00,9.16,3.97,3.06,5.00,10.00,1.06,6.00,FALSE,TRUE,2.00,6.00,7.66,3.59
54.00,Male,Student,3.38,Facebook,65.00,6.82,3.88,3.91,3.00,8.31,0.84,9.00,TRUE,FALSE,2.00,12.00,19.92,4.08
31.00,Female,IT,4.97,Telegram,67.00,9.72,8.85,7.89,6.00,10.00,,5.00,FALSE,TRUE,4.00,30.00,7.33,4.97
47.00,Male,Health,0.26,Telegram,59.00,9.04,7.03,6.88,8.00,3.29,1.08,6.00,TRUE,FALSE,2.00,26.00,17.40,6.65
38.00,Female,Health,5.38,Twitter,58.00,4.52,5.40,5.09,7.00,7.39,0.87,8.00,TRUE,FALSE,2.00,28.00,22.00,4.19
54.00,Other,Unemployed,1.33,Facebook,56.00,7.85,5.50,4.81,9.00,5.28,1.95,8.00,TRUE,FALSE,2.00,23.00,4.14,3.92
22.00,Female,IT,4.04,Instagram,60.00,8.74,8.49,7.74,5.00,5.28,1.22,10.00,TRUE,TRUE,0.00,15.00,15.67,9.08
43.00,Male,Health,5.73,Twitter,65.00,8.54,8.41,7.02,5.00,6.27,0.03,0.00,TRUE,FALSE,2.00,2.00,0.00,7.31
21.00,Male,Unemployed,0.91,Facebook,74.00,7.12,5.29,4.12,5.00,8.37,1.04,2.00,TRUE,FALSE,1.00,23.00,20.22,3.02
62.00,Male,Finance,3.72,Twitter,54.00,6.77,3.58,2.48,3.00,7.70,1.62,4.00,FALSE,FALSE,1.00,31.00,17.04,4.04
59.00,Female,IT,2.31,TikTok,51.00,8.94,8.76,7.58,10.00,7.86,1.73,10.00,FALSE,FALSE,0.00,11.00,0.37,
42.00,Female,Finance,3.38,Telegram,50.00,9.94,3.77,4.12,1.00,4.58,1.02,7.00,TRUE,FALSE,1.00,22.00,16.96,3.55
57.00,Male,Student,2.17,Twitter,57.00,5.90,6.66,6.23,10.00,7.94,1.27,6.00,FALSE,FALSE,5.00,29.00,14.14,7.09
25.00,Male,Education,0.00,Facebook,42.00,5.83,2.10,2.23,2.00,6.96,1.08,3.00,FALSE,FALSE,2.00,3.00,0.00,0.78
56.00,Female,IT,1.68,Facebook,60.00,6.24,5.74,5.11,10.00,6.51,0.69,9.00,FALSE,FALSE,3.00,15.00,12.73,2.85
31.00,Male,Finance,0.44,Telegram,50.00,3.80,4.60,3.50,7.00,3.00,0.97,9.00,TRUE,FALSE,1.00,21.00,8.33,2.71
49.00,Male,Finance,1.63,Telegram,77.00,7.55,4.38,4.21,3.00,4.90,0.46,10.00,FALSE,FALSE,2.00,25.00,13.81,2.05
55.00,Male,Education,5.37,Twitter,76.00,8.23,3.71,3.65,9.00,7.05,0.17,1.00,FALSE,FALSE,2.00,29.00,17.39,1.96
40.00,Male,Student,2.21,TikTok,62.00,8.53,5.67,4.85,5.00,5.13,0.00,5.00,FALSE,FALSE,1.00,29.00,22.06,3.64
32.00,Male,Health,2.26,Instagram,64.00,7.57,3.49,1.91,2.00,6.82,,4.00,FALSE,FALSE,3.00,18.00,6.85,1.89
50.00,Female,Student,0.55,Instagram,62.00,8.94,8.20,7.20,8.00,6.17,0.87,9.00,FALSE,FALSE,4.00,27.00,20.21,6.42
42.00,Male,Education,3.51,Facebook,36.00,6.82,6.46,5.50,3.00,7.87,2.44,3.00,FALSE,FALSE,2.00,0.00,0.00,4.59
50.00,Female,IT,2.26,TikTok,55.00,9.04,8.64,8.38,5.00,7.87,2.53,8.00,FALSE,FALSE,4.00,21.00,12.88,10.00
19.00,Male,Health,3.99,Facebook,72.00,8.45,5.63,4.96,3.00,4.97,,10.00,FALSE,FALSE,4.00,17.00,12.74,4.79
57.00,Male,Student,2.13,Instagram,67.00,9.92,4.14,4.46,2.00,6.10,0.29,2.00,FALSE,FALSE,3.00,6.00,10.41,4.49
57.00,Male,Unemployed,5.76,TikTok,59.00,8.25,2.63,2.34,2.00,7.77,,6.00,FALSE,TRUE,1.00,17.00,3.83,
56.00,Other,Finance,0.41,Facebook,60.00,9.85,2.29,2.06,7.00,6.89,0.39,6.00,FALSE,FALSE,1.00,10.00,6.78,
23.00,Female,Education,0.83,Twitter,63.00,4.20,5.14,3.67,7.00,6.06,1.67,4.00,FALSE,FALSE,2.00,13.00,17.00,3.41
23.00,Male,Finance,4.29,Twitter,61.00,11.82,4.55,4.63,3.00,6.90,0.71,2.00,TRUE,FALSE,0.00,13.00,9.20,
24.00,Female,Unemployed,0.85,Telegram,58.00,5.35,6.67,5.87,10.00,9.25,0.00,9.00,FALSE,TRUE,2.00,23.00,5.12,5.22
25.00,Male,Unemployed,3.58,TikTok,65.00,5.98,7.62,6.25,3.00,8.65,2.24,3.00,FALSE,FALSE,2.00,21.00,0.00,5.84
59.00,Male,Unemployed,2.33,TikTok,61.00,7.92,2.84,2.47,3.00,8.31,1.76,5.00,TRUE,FALSE,1.00,21.00,5.83,4.87
32.00,Male,IT,3.34,Telegram,66.00,8.55,5.31,4.70,2.00,5.26,2.10,6.00,FALSE,FALSE,3.00,9.00,5.23,3.62
64.00,Female,Unemployed,2.43,Facebook,67.00,9.29,6.08,4.92,8.00,9.15,,9.00,FALSE,TRUE,4.00,21.00,0.00,4.53
50.00,Female,Education,5.12,Instagram,51.00,8.49,6.33,6.67,5.00,5.82,0.43,1.00,FALSE,FALSE,1.00,1.00,3.80,7.56
56.00,Male,Education,1.16,Facebook,57.00,6.94,6.51,5.99,8.00,4.90,1.25,5.00,TRUE,FALSE,0.00,29.00,21.02,4.18
44.00,Female,IT,6.22,Twitter,55.00,8.89,7.57,6.98,6.00,3.76,0.00,2.00,TRUE,FALSE,3.00,23.00,8.19,7.99
50.00,Female,Student,0.00,TikTok,57.00,7.48,7.69,6.85,8.00,4.90,1.46,2.00,FALSE,FALSE,2.00,21.00,0.00,
54.00,Male,Education,2.02,TikTok,50.00,4.94,3.39,4.04,1.00,7.15,0.00,4.00,FALSE,FALSE,1.00,24.00,22.36,4.68
44.00,Male,Education,4.41,Instagram,61.00,7.85,8.69,7.54,9.00,7.17,1.00,0.00,FALSE,FALSE,0.00,6.00,8.23,8.16
50.00,Female,Education,3.95,Twitter,70.00,8.82,4.47,3.84,10.00,4.81,1.32,5.00,FALSE,TRUE,0.00,27.00,18.76,2.38
21.00,Female,Health,1.56,Telegram,69.00,8.11,4.51,3.94,4.00,6.60,0.00,6.00,FALSE,TRUE,4.00,22.00,9.48,5.84
39.00,Male,IT,4.26,Telegram,62.00,10.07,6.17,6.21,4.00,5.61,0.25,8.00,TRUE,TRUE,1.00,8.00,7.40,
19.00,Female,Education,4.80,Instagram,60.00,8.87,2.21,1.58,6.00,7.03,0.28,1.00,TRUE,FALSE,2.00,20.00,2.14,1.56
27.00,Female,Unemployed,1.79,Twitter,83.00,8.33,8.01,6.74,5.00,3.00,1.51,6.00,FALSE,FALSE,3.00,1.00,20.61,7.31
27.00,Female,Unemployed,3.40,Instagram,51.00,1.23,7.38,6.93,2.00,5.19,0.28,6.00,FALSE,FALSE,4.00,22.00,4.76,8.29
50.00,Male,Education,0.68,Twitter,65.00,4.73,4.49,3.72,3.00,5.18,1.08,5.00,FALSE,TRUE,1.00,1.00,1.42,2.65
48.00,Male,Finance,7.60,Telegram,48.00,3.92,2.29,1.90,5.00,8.62,0.56,10.00,FALSE,FALSE,3.00,10.00,0.00,3.35
53.00,Male,Student,3.53,TikTok,74.00,7.07,6.90,7.70,5.00,7.22,1.40,0.00,FALSE,TRUE,1.00,13.00,12.01,6.31
41.00,Male,Health,1.15,Twitter,63.00,7.59,2.42,2.10,3.00,5.56,0.65,10.00,FALSE,TRUE,3.00,16.00,7.32,1.59
46.00,Female,Student,4.66,Instagram,66.00,6.34,4.32,4.16,4.00,7.76,1.94,4.00,TRUE,FALSE,0.00,10.00,26.26,3.91
46.00,Female,Unemployed,4.65,Twitter,60.00,7.42,2.46,2.51,10.00,8.57,1.03,1.00,TRUE,TRUE,2.00,1.00,15.59,2.08
21.00,Female,Unemployed,4.69,Twitter,63.00,7.86,4.45,4.04,4.00,6.02,1.08,9.00,FALSE,FALSE,0.00,12.00,18.62,3.97
29.00,Male,Health,4.72,Twitter,62.00,8.75,8.47,8.36,6.00,7.17,2.20,8.00,FALSE,FALSE,1.00,17.00,0.00,8.96
44.00,Male,Student,3.46,Twitter,63.00,7.43,5.56,5.44,2.00,6.98,1.01,8.00,FALSE,FALSE,2.00,23.00,18.73,5.76
48.00,Male,Unemployed,5.22,Telegram,49.00,8.55,3.74,2.75,5.00,6.95,1.99,4.00,FALSE,TRUE,1.00,9.00,8.42,2.61
53.00,Female,Finance,3.56,TikTok,65.00,10.58,8.23,6.84,7.00,7.36,1.92,3.00,FALSE,FALSE,3.00,12.00,21.32,7.63
53.00,Female,IT,3.17,TikTok,61.00,8.45,3.21,2.53,3.00,7.18,0.00,2.00,TRUE,FALSE,5.00,31.00,11.39,2.86
43.00,Male,Unemployed,3.67,TikTok,66.00,9.91,5.64,6.08,6.00,8.13,1.45,7.00,FALSE,FALSE,4.00,9.00,2.95,6.94
44.00,Female,IT,0.88,Instagram,58.00,5.37,2.07,1.56,5.00,6.55,1.27,4.00,TRUE,FALSE,0.00,0.00,1.89,1.73
22.00,Male,IT,5.78,Facebook,50.00,4.35,5.49,5.65,5.00,6.73,0.81,2.00,FALSE,FALSE,3.00,28.00,9.27,5.86
37.00,Male,Health,1.68,Twitter,56.00,1.81,8.96,8.17,1.00,4.74,0.66,2.00,TRUE,FALSE,2.00,30.00,27.82,9.48
28.00,Female,Finance,3.14,Facebook,73.00,5.97,8.76,8.42,6.00,4.86,1.99,8.00,FALSE,FALSE,2.00,6.00,11.41,7.73
27.00,Male,IT,1.12,Telegram,57.00,7.67,7.67,7.48,8.00,7.19,0.00,4.00,FALSE,FALSE,2.00,29.00,10.87,8.87
57.00,Male,Unemployed,2.59,Twitter,50.00,9.15,2.68,2.16,10.00,5.36,1.45,2.00,FALSE,FALSE,0.00,1.00,11.54,2.77
23.00,Female,Unemployed,3.63,Facebook,66.00,8.90,8.58,7.49,1.00,7.00,1.37,8.00,FALSE,TRUE,3.00,3.00,7.93,7.60
25.00,Female,Health,1.93,Telegram,72.00,6.22,5.24,5.35,1.00,6.50,0.93,4.00,FALSE,FALSE,0.00,24.00,14.40,4.43
40.00,Male,Health,1.62,TikTok,68.00,6.46,5.90,4.33,3.00,8.05,0.72,1.00,TRUE,FALSE,1.00,28.00,16.09,2.98
63.00,Male,Finance,5.87,TikTok,49.00,7.23,5.95,6.04,7.00,7.27,,0.00,FALSE,FALSE,4.00,3.00,0.00,7.06
60.00,Female,Finance,7.03,Facebook,51.00,6.92,2.51,1.95,4.00,5.18,0.27,10.00,FALSE,FALSE,0.00,31.00,5.09,2.52
43.00,Female,Student,1.46,Telegram,54.00,8.17,7.64,6.91,8.00,6.95,1.68,4.00,FALSE,FALSE,2.00,6.00,0.00,
57.00,Male,Finance,2.65,TikTok,54.00,9.08,4.07,4.84,3.00,7.21,0.00,9.00,TRUE,FALSE,5.00,13.00,13.43,6.17
42.00,Female,Health,4.68,TikTok,65.00,4.89,2.64,2.02,5.00,8.38,0.93,7.00,FALSE,TRUE,3.00,24.00,7.08,2.77
50.00,Female,Finance,1.45,Instagram,54.00,5.66,2.51,2.61,2.00,8.06,0.33,0.00,TRUE,FALSE,2.00,14.00,10.23,0.52
64.00,Other,Education,1.71,Twitter,61.00,4.75,8.67,7.16,1.00,6.49,0.43,1.00,FALSE,FALSE,2.00,13.00,0.00,6.86
57.00,Male,Health,3.86,Instagram,68.00,7.40,5.56,5.22,8.00,4.15,1.63,3.00,FALSE,FALSE,3.00,30.00,18.76,8.06
60.00,Male,Health,0.61,Instagram,57.00,7.18,3.34,2.83,1.00,5.00,2.38,8.00,FALSE,FALSE,2.00,22.00,3.81,2.77
29.00,Male,Student,2.49,Instagram,63.00,6.56,6.32,6.59,8.00,6.42,0.89,0.00,TRUE,TRUE,2.00,22.00,0.00,7.46
53.00,Male,Unemployed,3.10,TikTok,52.00,4.74,2.31,1.56,9.00,9.46,0.80,9.00,FALSE,TRUE,3.00,21.00,6.85,0.37
65.00,Female,Finance,4.49,Twitter,50.00,4.23,4.63,4.27,9.00,5.89,0.96,4.00,FALSE,FALSE,1.00,31.00,10.09,4.73
21.00,Male,Education,4.96,Facebook,64.00,1.89,8.08,7.69,5.00,6.92,2.01,1.00,FALSE,TRUE,2.00,10.00,14.49,8.98
22.00,Male,Student,2.83,Telegram,61.00,3.74,5.48,4.24,6.00,5.18,0.72,9.00,FALSE,TRUE,5.00,2.00,7.85,
54.00,Male,IT,0.00,Twitter,52.00,9.32,5.17,3.45,6.00,6.25,0.00,9.00,FALSE,TRUE,4.00,6.00,23.28,3.53
59.00,Female,IT,2.91,Telegram,55.00,6.59,8.23,7.80,7.00,6.66,0.96,8.00,FALSE,TRUE,3.00,7.00,4.68,8.11
45.00,Female,Health,4.58,Twitter,64.00,7.61,4.52,4.00,10.00,4.74,0.81,9.00,FALSE,FALSE,4.00,0.00,6.52,4.51
48.00,Female,IT,5.73,TikTok,44.00,8.44,8.84,8.59,1.00,4.74,0.44,8.00,TRUE,FALSE,1.00,29.00,13.92,10.00
26.00,Male,Health,0.00,TikTok,60.00,4.85,3.67,3.26,5.00,8.32,1.02,6.00,FALSE,TRUE,3.00,22.00,19.03,
57.00,Female,Finance,2.59,TikTok,53.00,5.63,9.00,9.05,7.00,5.94,0.96,3.00,FALSE,TRUE,1.00,9.00,18.46,8.79
39.00,Female,Education,0.81,Telegram,70.00,8.65,5.25,4.46,3.00,5.47,0.11,4.00,FALSE,FALSE,2.00,5.00,0.00,5.24
28.00,Male,Education,3.96,Facebook,68.00,9.32,4.18,3.95,2.00,6.23,,4.00,TRUE,FALSE,0.00,20.00,19.50,4.36
40.00,Male,Unemployed,0.50,Telegram,61.00,5.37,3.12,2.45,9.00,7.16,0.81,4.00,TRUE,FALSE,2.00,21.00,7.97,2.42
63.00,Female,IT,2.10,Telegram,61.00,8.72,2.08,1.11,10.00,5.53,1.39,6.00,TRUE,TRUE,0.00,21.00,18.58,1.50
54.00,Male,Health,5.86,Twitter,66.00,5.81,4.21,4.04,5.00,6.49,0.00,4.00,FALSE,FALSE,2.00,10.00,12.99,5.72
38.00,Male,Unemployed,5.93,Telegram,57.00,6.32,8.07,6.89,7.00,6.75,1.46,7.00,FALSE,FALSE,1.00,10.00,9.44,6.78
43.00,Male,Education,1.79,Telegram,67.00,5.80,4.71,3.24,8.00,5.31,0.57,1.00,FALSE,TRUE,1.00,10.00,0.00,3.28
63.00,Male,Student,6.36,Instagram,73.00,2.66,4.12,3.29,5.00,5.85,0.70,3.00,TRUE,TRUE,2.00,6.00,17.34,3.60
53.00,Female,Finance,1.83,Telegram,82.00,5.60,8.69,7.76,4.00,6.64,1.38,7.00,FALSE,FALSE,2.00,20.00,9.84,8.05
18.00,Male,Student,2.94,Telegram,61.00,8.05,7.77,6.77,2.00,7.31,0.82,10.00,FALSE,TRUE,1.00,31.00,12.94,6.13
57.00,Female,Finance,2.16,TikTok,73.00,4.69,7.89,7.51,1.00,4.89,1.02,8.00,TRUE,FALSE,1.00,19.00,6.79,
32.00,Male,IT,4.60,Twitter,53.00,6.20,6.53,5.18,7.00,4.11,2.77,1.00,FALSE,FALSE,0.00,20.00,28.83,4.74
38.00,Male,Student,1.98,Telegram,79.00,8.16,6.96,5.87,2.00,4.78,1.66,2.00,FALSE,FALSE,1.00,15.00,13.19,5.09
64.00,Male,IT,1.87,Facebook,60.00,4.48,2.58,1.67,7.00,5.20,0.96,8.00,FALSE,FALSE,4.00,21.00,7.45,1.62
26.00,Female,Finance,4.82,TikTok,78.00,8.11,2.77,1.75,8.00,4.53,1.35,10.00,FALSE,FALSE,1.00,21.00,11.59,3.10
27.00,Male,Student,3.47,TikTok,63.00,6.00,6.21,5.58,4.00,5.86,0.63,6.00,TRUE,FALSE,0.00,1.00,10.44,7.07
43.00,Female,Student,2.28,TikTok,67.00,5.77,3.45,3.11,3.00,5.18,0.99,4.00,TRUE,TRUE,2.00,0.00,7.97,2.86
58.00,Female,Unemployed,1.97,Twitter,54.00,6.41,8.13,7.53,6.00,7.26,0.20,6.00,FALSE,FALSE,5.00,15.00,1.25,7.59
52.00,Female,Unemployed,2.58,Facebook,61.00,8.10,5.56,4.60,1.00,6.74,0.24,10.00,TRUE,FALSE,3.00,14.00,0.00,
42.00,Male,Unemployed,4.09,Twitter,62.00,6.17,5.56,5.40,8.00,6.55,1.31,1.00,FALSE,FALSE,1.00,31.00,14.39,5.32
43.00,Male,Student,0.85,Telegram,71.00,9.64,6.90,6.34,7.00,7.13,0.89,9.00,FALSE,TRUE,0.00,28.00,12.64,7.17
28.00,Female,Finance,1.68,Facebook,56.00,6.03,7.02,6.20,8.00,8.15,1.59,1.00,TRUE,TRUE,3.00,16.00,0.99,6.49
24.00,Male,Education,1.85,Twitter,75.00,7.23,3.60,3.19,8.00,6.42,1.25,10.00,FALSE,FALSE,3.00,4.00,12.11,3.05
35.00,Male,Education,2.94,Instagram,55.00,3.34,7.64,7.00,6.00,6.56,0.00,4.00,FALSE,FALSE,3.00,19.00,1.53,8.11
44.00,Female,Health,1.37,Telegram,60.00,12.00,5.98,5.13,1.00,5.55,0.64,6.00,FALSE,FALSE,1.00,4.00,0.00,5.06
51.00,Female,Student,2.08,Telegram,62.00,4.78,8.66,7.98,4.00,8.03,1.73,4.00,FALSE,TRUE,5.00,24.00,16.65,8.47
44.00,Male,Finance,3.27,Facebook,66.00,9.97,2.25,2.39,8.00,7.35,0.00,6.00,FALSE,FALSE,5.00,10.00,23.87,3.42
34.00,Male,Student,4.44,Twitter,63.00,6.20,3.25,3.04,9.00,4.38,0.00,10.00,TRUE,FALSE,2.00,14.00,19.96,4.89
41.00,Female,IT,5.28,Twitter,55.00,7.51,6.72,6.42,3.00,5.97,0.17,4.00,FALSE,FALSE,2.00,30.00,5.00,6.19
42.00,Female,Finance,1.70,TikTok,59.00,3.17,6.39,6.17,4.00,7.36,0.70,1.00,FALSE,FALSE,2.00,14.00,15.27,
23.00,Male,Health,0.00,Telegram,54.00,6.77,5.83,4.67,3.00,7.20,1.56,9.00,FALSE,FALSE,2.00,2.00,0.00,4.97
50.00,Other,Student,5.75,Twitter,63.00,6.51,2.88,3.32,4.00,5.84,0.71,8.00,FALSE,FALSE,2.00,1.00,14.56,0.78
46.00,Female,Education,2.96,Facebook,63.00,6.88,5.64,5.21,10.00,6.73,0.83,1.00,TRUE,FALSE,1.00,11.00,0.00,4.78
60.00,Female,Finance,3.39,Facebook,62.00,8.37,2.24,2.10,3.00,7.82,2.02,8.00,FALSE,TRUE,2.00,22.00,0.00,1.74
39.00,Male,Unemployed,3.00,Instagram,43.00,3.51,5.64,5.26,5.00,7.60,1.46,8.00,FALSE,FALSE,0.00,8.00,5.95,5.05
43.00,Female,Unemployed,0.81,Facebook,55.00,9.70,6.22,6.28,4.00,7.61,1.17,8.00,FALSE,FALSE,2.00,28.00,10.56,5.53
24.00,Male,Finance,3.00,Facebook,71.00,7.49,4.69,4.49,6.00,8.02,1.59,6.00,FALSE,TRUE,0.00,7.00,10.54,2.60
37.00,Male,Finance,1.25,Instagram,68.00,4.88,2.57,3.35,9.00,3.93,0.59,10.00,FALSE,FALSE,1.00,31.00,1.20,3.51
58.00,Male,Education,1.07,Instagram,56.00,7.00,6.64,6.28,10.00,7.10,0.28,6.00,FALSE,FALSE,1.00,14.00,11.49,6.07
37.00,Male,IT,3.94,Twitter,67.00,8.38,6.72,5.84,2.00,5.70,0.33,10.00,FALSE,FALSE,5.00,10.00,6.51,6.40
57.00,Male,Unemployed,2.64,TikTok,68.00,11.67,7.93,7.00,10.00,7.14,0.00,4.00,TRUE,TRUE,1.00,19.00,10.52,6.96
24.00,Female,Health,4.05,Instagram,57.00,3.54,4.25,3.93,7.00,10.00,0.62,2.00,FALSE,FALSE,4.00,11.00,0.16,5.94
18.00,Female,Health,2.11,Twitter,67.00,9.71,7.32,6.18,3.00,4.55,0.59,1.00,FALSE,FALSE,1.00,13.00,8.27,5.62
49.00,Female,Unemployed,3.97,TikTok,68.00,9.24,8.69,7.86,3.00,3.83,0.93,2.00,TRUE,TRUE,2.00,9.00,13.89,8.17
47.00,Female,Unemployed,3.87,Twitter,71.00,9.91,8.53,8.49,8.00,6.51,0.95,10.00,FALSE,FALSE,3.00,26.00,11.83,9.69
36.00,Male,Student,0.00,Facebook,66.00,6.01,5.04,4.27,9.00,7.35,0.92,6.00,FALSE,TRUE,0.00,3.00,7.14,4.50
49.00,Male,Student,0.94,Instagram,64.00,3.85,7.73,6.15,5.00,7.84,0.82,8.00,FALSE,FALSE,2.00,27.00,21.63,7.18
46.00,Male,Finance,5.71,Twitter,89.00,10.48,6.29,5.59,7.00,6.96,0.76,2.00,FALSE,FALSE,1.00,18.00,20.48,4.90
47.00,Female,Health,3.83,Facebook,57.00,5.53,4.06,3.96,2.00,8.19,,5.00,FALSE,FALSE,2.00,8.00,0.97,5.08
33.00,Female,Unemployed,4.92,Instagram,54.00,8.24,3.89,3.31,7.00,6.25,1.75,6.00,FALSE,FALSE,1.00,18.00,0.00,2.95
57.00,Female,Health,2.69,Facebook,63.00,8.31,8.52,7.30,8.00,7.59,0.89,0.00,FALSE,FALSE,4.00,8.00,22.50,8.72
35.00,Male,Unemployed,6.70,TikTok,61.00,3.51,2.29,2.73,7.00,5.26,1.75,8.00,TRUE,TRUE,2.00,17.00,0.00,2.79
64.00,Male,Student,5.90,Instagram,61.00,5.92,3.21,2.97,2.00,8.91,1.30,5.00,TRUE,FALSE,3.00,5.00,0.00,2.64
19.00,Male,Finance,4.06,TikTok,50.00,3.46,3.28,2.46,7.00,8.40,1.69,5.00,FALSE,FALSE,0.00,28.00,15.57,2.92
45.00,Female,Student,3.49,Instagram,59.00,11.82,4.79,3.98,4.00,6.37,1.19,7.00,TRUE,FALSE,2.00,30.00,5.11,4.99
55.00,Male,Finance,5.81,Instagram,58.00,4.08,2.80,2.36,6.00,6.20,2.38,10.00,FALSE,FALSE,3.00,13.00,9.83,1.71
25.00,Female,Student,2.26,Twitter,52.00,4.21,3.17,4.29,6.00,5.69,1.42,9.00,FALSE,FALSE,3.00,20.00,0.00,5.21
20.00,Male,Student,2.05,Instagram,64.00,5.05,3.10,3.36,3.00,7.13,0.74,7.00,FALSE,TRUE,4.00,31.00,19.93,4.52
27.00,Female,Education,5.10,Facebook,53.00,5.15,3.56,2.69,10.00,6.54,0.36,7.00,FALSE,TRUE,0.00,21.00,0.00,2.14
36.00,Female,IT,2.06,Telegram,65.00,8.28,6.67,6.11,6.00,5.15,1.81,6.00,TRUE,FALSE,1.00,4.00,1.44,6.72
63.00,Male,Finance,4.32,Instagram,49.00,7.16,5.07,3.99,4.00,5.61,1.33,5.00,FALSE,FALSE,2.00,27.00,18.60,5.08
40.00,Female,Education,0.78,TikTok,60.00,4.58,5.59,5.00,4.00,5.93,0.88,3.00,FALSE,FALSE,2.00,21.00,1.28,5.47
49.00,Male,Health,2.98,Facebook,52.00,3.81,3.80,2.96,2.00,6.60,0.91,6.00,FALSE,FALSE,3.00,0.00,9.22,2.61
24.00,Female,Unemployed,4.76,Telegram,67.00,10.88,8.88,8.10,2.00,7.62,0.66,1.00,FALSE,FALSE,2.00,5.00,12.90,8.46
25.00,Female,IT,2.45,Facebook,48.00,7.89,4.80,3.97,7.00,3.57,,8.00,FALSE,FALSE,2.00,12.00,8.52,3.90
18.00,Male,Student,6.08,TikTok,55.00,5.29,5.92,5.36,1.00,8.77,1.02,3.00,FALSE,FALSE,1.00,31.00,4.05,3.71
20.00,Female,Student,2.52,Instagram,57.00,7.09,5.17,5.59,2.00,5.46,1.08,4.00,TRUE,FALSE,0.00,18.00,16.84,7.54
41.00,Female,Education,2.94,Instagram,67.00,3.43,2.03,1.85,6.00,7.21,0.82,8.00,FALSE,FALSE,0.00,30.00,10.78,
40.00,Male,Education,6.65,Instagram,66.00,4.80,7.24,6.32,4.00,5.73,1.08,6.00,FALSE,FALSE,6.00,31.00,1.69,6.64
25.00,Male,Health,1.21,TikTok,52.00,7.81,3.06,2.09,5.00,7.41,0.12,6.00,FALSE,FALSE,0.00,19.00,18.93,0.41
54.00,Female,Finance,2.24,TikTok,51.00,6.01,3.83,3.01,4.00,7.46,2.25,5.00,FALSE,FALSE,2.00,20.00,0.00,3.28
50.00,Female,IT,3.58,Instagram,64.00,8.71,8.13,7.71,6.00,8.56,1.18,0.00,TRUE,TRUE,3.00,15.00,20.43,8.66
45.00,Male,Finance,2.53,Telegram,70.00,7.76,7.83,7.57,7.00,6.25,0.75,6.00,TRUE,FALSE,1.00,6.00,27.15,
64.00,Female,IT,1.12,Instagram,67.00,5.47,8.77,8.27,2.00,7.12,3.00,2.00,FALSE,FALSE,1.00,24.00,0.00,9.84
52.00,Male,IT,1.44,Twitter,56.00,5.45,3.81,2.93,8.00,6.99,2.60,2.00,TRUE,FALSE,4.00,15.00,0.42,1.53
49.00,Male,Student,2.99,Twitter,51.00,8.72,5.70,4.73,6.00,6.93,0.16,3.00,TRUE,FALSE,1.00,4.00,13.56,4.64
41.00,Female,IT,1.48,Telegram,62.00,12.00,8.79,7.83,9.00,7.36,0.99,0.00,FALSE,FALSE,2.00,16.00,23.55,7.25
31.00,Male,Unemployed,1.20,Twitter,58.00,2.42,6.45,4.69,9.00,8.81,1.72,7.00,TRUE,FALSE,2.00,0.00,0.00,5.52
63.00,Male,IT,6.37,Telegram,65.00,6.36,4.75,5.08,1.00,8.49,0.57,9.00,FALSE,TRUE,0.00,8.00,11.22,5.98
60.00,Female,Unemployed,2.80,Facebook,60.00,7.76,6.37,5.68,4.00,6.93,1.24,5.00,FALSE,FALSE,3.00,23.00,5.41,
33.00,Male,Health,1.65,Facebook,57.00,8.86,3.32,3.35,1.00,7.22,,4.00,FALSE,FALSE,0.00,28.00,9.46,2.27
